연월,축,항목,시도,값
2026-04,임금대,250만원 이상,경상남도,5430
2026-04,임금대,250만원 이상,제주도,490
2026-05,형태,기간의 정함이 없는 근로계약(시간제),전 체,19017
2026-05,형태,기간의 정함이 없는 근로계약(시간제),서울,3434
2026-05,형태,기간의 정함이 없는 근로계약(시간제),부산,2568
2026-05,형태,기간의 정함이 없는 근로계약(시간제),대구,1635
2026-05,형태,기간의 정함이 없는 근로계약(시간제),인천,1818
2026-05,형태,기간의 정함이 없는 근로계약(시간제),광주,108
2026-05,형태,기간의 정함이 없는 근로계약(시간제),대전,102
2026-05,형태,기간의 정함이 없는 근로계약(시간제),울산,388
2026-05,형태,기간의 정함이 없는 근로계약(시간제),세종시,29
2026-05,형태,기간의 정함이 없는 근로계약(시간제),경기도,5713
2026-05,형태,기간의 정함이 없는 근로계약(시간제),강원도,243
2026-05,형태,기간의 정함이 없는 근로계약(시간제),충청북도,118
2026-05,형태,기간의 정함이 없는 근로계약(시간제),충청남도,159
2026-05,형태,기간의 정함이 없는 근로계약(시간제),전라북도,636
2026-05,형태,기간의 정함이 없는 근로계약(시간제),전라남도,308
2026-05,형태,기간의 정함이 없는 근로계약(시간제),경상북도,574
2026-05,형태,기간의 정함이 없는 근로계약(시간제),경상남도,1155
2026-05,형태,기간의 정함이 없는 근로계약(시간제),제주도,29
2026-05,형태,기간의 정함이 있는 근로계약,전 체,49141
2026-05,형태,기간의 정함이 있는 근로계약,서울,11900
2026-05,형태,기간의 정함이 있는 근로계약,부산,3173
2026-05,형태,기간의 정함이 있는 근로계약,대구,1960
2026-05,형태,기간의 정함이 있는 근로계약,인천,1957
2026-05,형태,기간의 정함이 있는 근로계약,광주,556
2026-05,형태,기간의 정함이 있는 근로계약,대전,1201
2026-05,형태,기간의 정함이 있는 근로계약,울산,714
2026-05,형태,기간의 정함이 있는 근로계약,세종시,5939
2026-05,형태,기간의 정함이 있는 근로계약,경기도,10241
2026-05,형태,기간의 정함이 있는 근로계약,강원도,1410
2026-05,형태,기간의 정함이 있는 근로계약,충청북도,1188
2026-05,형태,기간의 정함이 있는 근로계약,충청남도,1445
2026-05,형태,기간의 정함이 있는 근로계약,전라북도,1753
2026-05,형태,기간의 정함이 있는 근로계약,전라남도,1143
2026-05,형태,기간의 정함이 있는 근로계약,경상북도,2069
2026-05,형태,기간의 정함이 있는 근로계약,경상남도,2072
2026-05,형태,기간의 정함이 있는 근로계약,제주도,420
2026-05,형태,기간의 정함이 있는 근로계약(시간제),전 체,4384
2026-05,형태,기간의 정함이 있는 근로계약(시간제),서울,1410
2026-05,형태,기간의 정함이 있는 근로계약(시간제),부산,475
2026-05,형태,기간의 정함이 있는 근로계약(시간제),대구,216
2026-05,형태,기간의 정함이 있는 근로계약(시간제),인천,250
2026-05,형태,기간의 정함이 있는 근로계약(시간제),광주,23
2026-05,형태,기간의 정함이 있는 근로계약(시간제),대전,138
2026-05,형태,기간의 정함이 있는 근로계약(시간제),울산,65
2026-05,형태,기간의 정함이 있는 근로계약(시간제),세종시,11
2026-05,형태,기간의 정함이 있는 근로계약(시간제),경기도,923
2026-05,형태,기간의 정함이 있는 근로계약(시간제),강원도,94
2026-05,형태,기간의 정함이 있는 근로계약(시간제),충청북도,79
2026-05,형태,기간의 정함이 있는 근로계약(시간제),충청남도,79
2026-05,형태,기간의 정함이 있는 근로계약(시간제),전라북도,140
2026-05,형태,기간의 정함이 있는 근로계약(시간제),전라남도,109
2026-05,형태,기간의 정함이 있는 근로계약(시간제),경상북도,118
2026-05,형태,기간의 정함이 있는 근로계약(시간제),경상남도,250
2026-05,형태,기간의 정함이 있는 근로계약(시간제),제주도,4
2026-05,형태,일용직,전 체,251
2026-05,형태,일용직,서울,60
2026-05,형태,일용직,부산,4
2026-05,형태,일용직,대구,41
2026-05,형태,일용직,인천,6
2026-05,형태,일용직,광주,1
2026-05,형태,일용직,대전,10
2026-05,형태,일용직,울산,2
2026-05,형태,일용직,세종시,1
2026-05,형태,일용직,경기도,62
2026-05,형태,일용직,강원도,6
2026-05,형태,일용직,충청북도,0
2026-05,형태,일용직,충청남도,5
2026-05,형태,일용직,전라북도,41
2026-05,형태,일용직,전라남도,5
2026-05,형태,일용직,경상북도,2
2026-05,형태,일용직,경상남도,5
2026-05,형태,일용직,제주도,0
2026-05,학력,초졸 이하,전 체,82
2026-05,학력,초졸 이하,서울,7
2026-05,학력,초졸 이하,부산,4
2026-05,학력,초졸 이하,대구,6
2026-05,학력,초졸 이하,인천,23
2026-05,학력,초졸 이하,광주,1
2026-05,학력,초졸 이하,대전,0
2026-05,학력,초졸 이하,울산,5
2026-05,학력,초졸 이하,세종시,0
2026-05,학력,초졸 이하,경기도,18
2026-05,학력,초졸 이하,강원도,0
2026-05,학력,초졸 이하,충청북도,4
2026-05,학력,초졸 이하,충청남도,4
2026-05,학력,초졸 이하,전라북도,2
2026-05,학력,초졸 이하,전라남도,0
2026-05,학력,초졸 이하,경상북도,1
2026-05,학력,초졸 이하,경상남도,5
2026-05,학력,초졸 이하,제주도,2
2026-05,학력,중졸,전 체,280
2026-05,학력,중졸,서울,54
2026-05,학력,중졸,부산,8
2026-05,학력,중졸,대구,12
2026-05,학력,중졸,인천,21
2026-05,학력,중졸,광주,2
2026-05,학력,중졸,대전,0
2026-05,학력,중졸,울산,1
2026-05,학력,중졸,세종시,1
2026-05,학력,중졸,경기도,105
2026-05,학력,중졸,강원도,1
2026-05,학력,중졸,충청북도,7
2026-05,학력,중졸,충청남도,18
2026-05,학력,중졸,전라북도,14
2026-05,학력,중졸,전라남도,5
2026-05,학력,중졸,경상북도,14
2026-05,학력,중졸,경상남도,12
2026-05,학력,중졸,제주도,5
2026-05,학력,고졸,전 체,6237
2026-05,학력,고졸,서울,788
2026-05,학력,고졸,부산,193
2026-05,학력,고졸,대구,241
2026-05,학력,고졸,인천,243
2026-05,학력,고졸,광주,77
2026-05,학력,고졸,대전,102
2026-05,학력,고졸,울산,71
2026-05,학력,고졸,세종시,19
2026-05,학력,고졸,경기도,1898
2026-05,학력,고졸,강원도,196
2026-05,학력,고졸,충청북도,521
2026-05,학력,고졸,충청남도,675
2026-05,학력,고졸,전라북도,284
2026-05,학력,고졸,전라남도,174
2026-05,학력,고졸,경상북도,368
2026-05,학력,고졸,경상남도,366
2026-05,학력,고졸,제주도,21
2026-05,학력,전문대졸,전 체,3566
2026-05,학력,전문대졸,서울,391
2026-05,학력,전문대졸,부산,218
2026-05,학력,전문대졸,대구,185
2026-05,학력,전문대졸,인천,100
2026-05,학력,전문대졸,광주,110
2026-05,학력,전문대졸,대전,118
2026-05,학력,전문대졸,울산,98
2026-05,학력,전문대졸,세종시,26
2026-05,학력,전문대졸,경기도,781
2026-05,학력,전문대졸,강원도,119
2026-05,학력,전문대졸,충청북도,158
2026-05,학력,전문대졸,충청남도,179
2026-05,학력,전문대졸,전라북도,212
2026-05,학력,전문대졸,전라남도,215
2026-05,학력,전문대졸,경상북도,334
2026-05,학력,전문대졸,경상남도,289
2026-05,학력,전문대졸,제주도,33
2026-05,학력,대졸,전 체,1187
2026-05,학력,대졸,서울,171
2026-05,학력,대졸,부산,83
2026-05,학력,대졸,대구,44
2026-05,학력,대졸,인천,30
2026-05,학력,대졸,광주,32
2026-05,학력,대졸,대전,93
2026-05,학력,대졸,울산,11
2026-05,학력,대졸,세종시,6
2026-05,학력,대졸,경기도,202
2026-05,학력,대졸,강원도,74
2026-05,학력,대졸,충청북도,78
2026-05,학력,대졸,충청남도,53
2026-05,학력,대졸,전라북도,87
2026-05,학력,대졸,전라남도,60
2026-05,학력,대졸,경상북도,76
2026-05,학력,대졸,경상남도,83
2026-05,학력,대졸,제주도,4
2026-05,학력,대학원졸 이상,전 체,81
2026-05,학력,대학원졸 이상,서울,7
2026-05,학력,대학원졸 이상,부산,8
2026-05,학력,대학원졸 이상,대구,0
2026-05,학력,대학원졸 이상,인천,1
2026-05,학력,대학원졸 이상,광주,2
2026-05,학력,대학원졸 이상,대전,33
2026-05,학력,대학원졸 이상,울산,0
2026-05,학력,대학원졸 이상,세종시,0
2026-05,학력,대학원졸 이상,경기도,3
2026-05,학력,대학원졸 이상,강원도,3
2026-05,학력,대학원졸 이상,충청북도,2
2026-05,학력,대학원졸 이상,충청남도,1
2026-05,학력,대학원졸 이상,전라북도,5
2026-05,학력,대학원졸 이상,전라남도,6
2026-05,학력,대학원졸 이상,경상북도,5
2026-05,학력,대학원졸 이상,경상남도,5
2026-05,학력,대학원졸 이상,제주도,0
2026-05,학력,무관,전 체,141307
2026-05,학력,무관,서울,22340
2026-05,학력,무관,부산,10078
2026-05,학력,무관,대구,6181
2026-05,학력,무관,인천,7565
2026-05,학력,무관,광주,1926
2026-05,학력,무관,대전,2135
2026-05,학력,무관,울산,3187
2026-05,학력,무관,세종시,6502
2026-05,학력,무관,경기도,36985
2026-05,학력,무관,강원도,3213
2026-05,학력,무관,충청북도,4838
2026-05,학력,무관,충청남도,5869
2026-05,학력,무관,전라북도,5875
2026-05,학력,무관,전라남도,4796
2026-05,학력,무관,경상북도,7897
2026-05,학력,무관,경상남도,10955
2026-05,학력,무관,제주도,965
2026-05,임금대,50만원 미만,전 체,2519
2026-05,임금대,50만원 미만,서울,307
2026-05,임금대,50만원 미만,부산,428
2026-05,임금대,50만원 미만,대구,284
2026-05,임금대,50만원 미만,인천,282
2026-05,임금대,50만원 미만,광주,11
2026-05,임금대,50만원 미만,대전,0
2026-05,임금대,50만원 미만,울산,68
2026-05,임금대,50만원 미만,세종시,5
2026-05,임금대,50만원 미만,경기도,815
2026-05,임금대,50만원 미만,강원도,11
2026-05,임금대,50만원 미만,충청북도,1
2026-05,임금대,50만원 미만,충청남도,9
2026-05,임금대,50만원 미만,전라북도,71
2026-05,임금대,50만원 미만,전라남도,18
2026-05,임금대,50만원 미만,경상북도,76
2026-05,임금대,50만원 미만,경상남도,130
2026-05,임금대,50만원 미만,제주도,3
2026-05,임금대,50~100만원 미만,전 체,13443
2026-05,임금대,50~100만원 미만,서울,2855
2026-05,임금대,50~100만원 미만,부산,1788
2026-05,임금대,50~100만원 미만,대구,1149
2026-05,임금대,50~100만원 미만,인천,1341
2026-05,임금대,50~100만원 미만,광주,43
2026-05,임금대,50~100만원 미만,대전,59
2026-05,임금대,50~100만원 미만,울산,253
2026-05,임금대,50~100만원 미만,세종시,16
2026-05,임금대,50~100만원 미만,경기도,4012
2026-05,임금대,50~100만원 미만,강원도,146
2026-05,임금대,50~100만원 미만,충청북도,62
2026-05,임금대,50~100만원 미만,충청남도,98
2026-05,임금대,50~100만원 미만,전라북도,332
2026-05,임금대,50~100만원 미만,전라남도,126
2026-05,임금대,50~100만원 미만,경상북도,394
2026-05,임금대,50~100만원 미만,경상남도,766
2026-05,임금대,50~100만원 미만,제주도,3
2026-05,임금대,100~150만원 미만,전 체,5796
2026-05,임금대,100~150만원 미만,서울,1596
2026-05,임금대,100~150만원 미만,부산,570
2026-05,임금대,100~150만원 미만,대구,307
2026-05,임금대,100~150만원 미만,인천,264
2026-05,임금대,100~150만원 미만,광주,62
2026-05,임금대,100~150만원 미만,대전,199
2026-05,임금대,100~150만원 미만,울산,104
2026-05,임금대,100~150만원 미만,세종시,21
2026-05,임금대,100~150만원 미만,경기도,1390
2026-05,임금대,100~150만원 미만,강원도,127
2026-05,임금대,100~150만원 미만,충청북도,107
2026-05,임금대,100~150만원 미만,충청남도,86
2026-05,임금대,100~150만원 미만,전라북도,265
2026-05,임금대,100~150만원 미만,전라남도,173
2026-05,임금대,100~150만원 미만,경상북도,177
2026-05,임금대,100~150만원 미만,경상남도,336
2026-05,임금대,100~150만원 미만,제주도,12
2026-05,임금대,150~200만원 미만,전 체,4451
2026-05,임금대,150~200만원 미만,서울,1240
2026-05,임금대,150~200만원 미만,부산,437
2026-05,임금대,150~200만원 미만,대구,197
2026-05,임금대,150~200만원 미만,인천,320
2026-05,임금대,150~200만원 미만,광주,84
2026-05,임금대,150~200만원 미만,대전,101
2026-05,임금대,150~200만원 미만,울산,51
2026-05,임금대,150~200만원 미만,세종시,18
2026-05,임금대,150~200만원 미만,경기도,1182
2026-05,임금대,150~200만원 미만,강원도,94
2026-05,임금대,150~200만원 미만,충청북도,47
2026-05,임금대,150~200만원 미만,충청남도,103
2026-05,임금대,150~200만원 미만,전라북도,153
2026-05,임금대,150~200만원 미만,전라남도,96
2026-05,임금대,150~200만원 미만,경상북도,108
2026-05,임금대,150~200만원 미만,경상남도,182
2026-05,임금대,150~200만원 미만,제주도,38
2026-05,임금대,200~250만원 미만,전 체,67130
2026-05,임금대,200~250만원 미만,서울,10342
2026-05,임금대,200~250만원 미만,부산,4272
2026-05,임금대,200~250만원 미만,대구,2652
2026-05,임금대,200~250만원 미만,인천,3305
2026-05,임금대,200~250만원 미만,광주,1036
2026-05,임금대,200~250만원 미만,대전,1242
2026-05,임금대,200~250만원 미만,울산,1685
2026-05,임금대,200~250만원 미만,세종시,447
2026-05,임금대,200~250만원 미만,경기도,16776
2026-05,임금대,200~250만원 미만,강원도,1934
2026-05,임금대,200~250만원 미만,충청북도,2878
2026-05,임금대,200~250만원 미만,충청남도,3623
2026-05,임금대,200~250만원 미만,전라북도,3520
2026-05,임금대,200~250만원 미만,전라남도,2686
2026-05,임금대,200~250만원 미만,경상북도,4679
2026-05,임금대,200~250만원 미만,경상남도,5673
2026-05,임금대,200~250만원 미만,제주도,380
2026-05,임금대,250만원 이상,전 체,59401
2026-05,임금대,250만원 이상,서울,7418
2026-05,임금대,250만원 이상,부산,3097
2026-05,임금대,250만원 이상,대구,2080
2026-05,임금대,250만원 이상,인천,2471
2026-05,임금대,250만원 이상,광주,914
2026-05,임금대,250만원 이상,대전,880
2026-05,임금대,250만원 이상,울산,1212
2026-05,임금대,250만원 이상,세종시,6047
2026-05,임금대,250만원 이상,경기도,15817
2026-05,임금대,250만원 이상,강원도,1294
2026-05,임금대,250만원 이상,충청북도,2513
2026-05,임금대,250만원 이상,충청남도,2880
2026-05,임금대,250만원 이상,전라북도,2138
2026-05,임금대,250만원 이상,전라남도,2157
2026-05,임금대,250만원 이상,경상북도,3261
2026-05,임금대,250만원 이상,경상남도,4628
2026-05,임금대,250만원 이상,제주도,594
2026-06,형태,기간의 정함이 없는 근로계약(시간제),전 체,22201
2026-06,형태,기간의 정함이 없는 근로계약(시간제),서울,4038
2026-06,형태,기간의 정함이 없는 근로계약(시간제),부산,3076
2026-06,형태,기간의 정함이 없는 근로계약(시간제),대구,1690
2026-06,형태,기간의 정함이 없는 근로계약(시간제),인천,2168
2026-06,형태,기간의 정함이 없는 근로계약(시간제),광주,99
2026-06,형태,기간의 정함이 없는 근로계약(시간제),대전,114
2026-06,형태,기간의 정함이 없는 근로계약(시간제),울산,427
2026-06,형태,기간의 정함이 없는 근로계약(시간제),세종시,43
2026-06,형태,기간의 정함이 없는 근로계약(시간제),경기도,6758
2026-06,형태,기간의 정함이 없는 근로계약(시간제),강원도,301
2026-06,형태,기간의 정함이 없는 근로계약(시간제),충청북도,155
2026-06,형태,기간의 정함이 없는 근로계약(시간제),충청남도,206
2026-06,형태,기간의 정함이 없는 근로계약(시간제),전라북도,704
2026-06,형태,기간의 정함이 없는 근로계약(시간제),전라남도,333
2026-06,형태,기간의 정함이 없는 근로계약(시간제),경상북도,694
2026-06,형태,기간의 정함이 없는 근로계약(시간제),경상남도,1357
2026-06,형태,기간의 정함이 없는 근로계약(시간제),제주도,38
2026-06,형태,기간의 정함이 있는 근로계약,전 체,53625
2026-06,형태,기간의 정함이 있는 근로계약,서울,15916
2026-06,형태,기간의 정함이 있는 근로계약,부산,3276
2026-06,형태,기간의 정함이 있는 근로계약,대구,1493
2026-06,형태,기간의 정함이 있는 근로계약,인천,2460
2026-06,형태,기간의 정함이 있는 근로계약,광주,752
2026-06,형태,기간의 정함이 있는 근로계약,대전,1098
2026-06,형태,기간의 정함이 있는 근로계약,울산,1100
2026-06,형태,기간의 정함이 있는 근로계약,세종시,233
2026-06,형태,기간의 정함이 있는 근로계약,경기도,12775
2026-06,형태,기간의 정함이 있는 근로계약,강원도,1633
2026-06,형태,기간의 정함이 있는 근로계약,충청북도,1275
2026-06,형태,기간의 정함이 있는 근로계약,충청남도,1787
2026-06,형태,기간의 정함이 있는 근로계약,전라북도,2276
2026-06,형태,기간의 정함이 있는 근로계약,전라남도,1610
2026-06,형태,기간의 정함이 있는 근로계약,경상북도,2447
2026-06,형태,기간의 정함이 있는 근로계약,경상남도,3041
2026-06,형태,기간의 정함이 있는 근로계약,제주도,453
2026-06,형태,기간의 정함이 있는 근로계약(시간제),전 체,5228
2026-06,형태,기간의 정함이 있는 근로계약(시간제),서울,1740
2026-06,형태,기간의 정함이 있는 근로계약(시간제),부산,504
2026-06,형태,기간의 정함이 있는 근로계약(시간제),대구,250
2026-06,형태,기간의 정함이 있는 근로계약(시간제),인천,317
2026-06,형태,기간의 정함이 있는 근로계약(시간제),광주,31
2026-06,형태,기간의 정함이 있는 근로계약(시간제),대전,84
2026-06,형태,기간의 정함이 있는 근로계약(시간제),울산,82
2026-06,형태,기간의 정함이 있는 근로계약(시간제),세종시,13
2026-06,형태,기간의 정함이 있는 근로계약(시간제),경기도,1205
2026-06,형태,기간의 정함이 있는 근로계약(시간제),강원도,109
2026-06,형태,기간의 정함이 있는 근로계약(시간제),충청북도,124
2026-06,형태,기간의 정함이 있는 근로계약(시간제),충청남도,65
2026-06,형태,기간의 정함이 있는 근로계약(시간제),전라북도,165
2026-06,형태,기간의 정함이 있는 근로계약(시간제),전라남도,102
2026-06,형태,기간의 정함이 있는 근로계약(시간제),경상북도,91
2026-06,형태,기간의 정함이 있는 근로계약(시간제),경상남도,267
2026-06,형태,기간의 정함이 있는 근로계약(시간제),제주도,79
2026-06,형태,일용직,전 체,355
2026-06,형태,일용직,서울,105
2026-06,형태,일용직,부산,3
2026-06,형태,일용직,대구,32
2026-06,형태,일용직,인천,3
2026-06,형태,일용직,광주,1
2026-06,형태,일용직,대전,47
2026-06,형태,일용직,울산,0
2026-06,형태,일용직,세종시,8
2026-06,형태,일용직,경기도,49
2026-06,형태,일용직,강원도,8
2026-06,형태,일용직,충청북도,1
2026-06,형태,일용직,충청남도,15
2026-06,형태,일용직,전라북도,63
2026-06,형태,일용직,전라남도,2
2026-06,형태,일용직,경상북도,15
2026-06,형태,일용직,경상남도,3
2026-06,형태,일용직,제주도,0
2026-06,학력,초졸 이하,전 체,89
2026-06,학력,초졸 이하,서울,4
2026-06,학력,초졸 이하,부산,6
2026-06,학력,초졸 이하,대구,6
2026-06,학력,초졸 이하,인천,20
2026-06,학력,초졸 이하,광주,1
2026-06,학력,초졸 이하,대전,0
2026-06,학력,초졸 이하,울산,5
2026-06,학력,초졸 이하,세종시,0
2026-06,학력,초졸 이하,경기도,24
2026-06,학력,초졸 이하,강원도,2
2026-06,학력,초졸 이하,충청북도,2
2026-06,학력,초졸 이하,충청남도,4
2026-06,학력,초졸 이하,전라북도,7
2026-06,학력,초졸 이하,전라남도,3
2026-06,학력,초졸 이하,경상북도,1
2026-06,학력,초졸 이하,경상남도,4
2026-06,학력,초졸 이하,제주도,0
2026-06,학력,중졸,전 체,320
2026-06,학력,중졸,서울,66
2026-06,학력,중졸,부산,15
2026-06,학력,중졸,대구,15
2026-06,학력,중졸,인천,14
2026-06,학력,중졸,광주,0
2026-06,학력,중졸,대전,0
2026-06,학력,중졸,울산,2
2026-06,학력,중졸,세종시,8
2026-06,학력,중졸,경기도,121
2026-06,학력,중졸,강원도,5
2026-06,학력,중졸,충청북도,13
2026-06,학력,중졸,충청남도,7
2026-06,학력,중졸,전라북도,12
2026-06,학력,중졸,전라남도,10
2026-06,학력,중졸,경상북도,16
2026-06,학력,중졸,경상남도,15
2026-06,학력,중졸,제주도,1
2026-06,학력,고졸,전 체,7359
2026-06,학력,고졸,서울,872
2026-06,학력,고졸,부산,398
2026-06,학력,고졸,대구,214
2026-06,학력,고졸,인천,288
2026-06,학력,고졸,광주,181
2026-06,학력,고졸,대전,111
2026-06,학력,고졸,울산,185
2026-06,학력,고졸,세종시,23
2026-06,학력,고졸,경기도,2226
2026-06,학력,고졸,강원도,217
2026-06,학력,고졸,충청북도,561
2026-06,학력,고졸,충청남도,586
2026-06,학력,고졸,전라북도,295
2026-06,학력,고졸,전라남도,217
2026-06,학력,고졸,경상북도,501
2026-06,학력,고졸,경상남도,431
2026-06,학력,고졸,제주도,53
2026-06,학력,전문대졸,전 체,4298
2026-06,학력,전문대졸,서울,507
2026-06,학력,전문대졸,부산,248
2026-06,학력,전문대졸,대구,209
2026-06,학력,전문대졸,인천,84
2026-06,학력,전문대졸,광주,144
2026-06,학력,전문대졸,대전,127
2026-06,학력,전문대졸,울산,105
2026-06,학력,전문대졸,세종시,24
2026-06,학력,전문대졸,경기도,973
2026-06,학력,전문대졸,강원도,123
2026-06,학력,전문대졸,충청북도,164
2026-06,학력,전문대졸,충청남도,273
2026-06,학력,전문대졸,전라북도,244
2026-06,학력,전문대졸,전라남도,229
2026-06,학력,전문대졸,경상북도,439
2026-06,학력,전문대졸,경상남도,362
2026-06,학력,전문대졸,제주도,43
2026-06,학력,대졸,전 체,1415
2026-06,학력,대졸,서울,210
2026-06,학력,대졸,부산,90
2026-06,학력,대졸,대구,58
2026-06,학력,대졸,인천,28
2026-06,학력,대졸,광주,31
2026-06,학력,대졸,대전,243
2026-06,학력,대졸,울산,20
2026-06,학력,대졸,세종시,6
2026-06,학력,대졸,경기도,190
2026-06,학력,대졸,강원도,85
2026-06,학력,대졸,충청북도,55
2026-06,학력,대졸,충청남도,67
2026-06,학력,대졸,전라북도,65
2026-06,학력,대졸,전라남도,51
2026-06,학력,대졸,경상북도,102
2026-06,학력,대졸,경상남도,102
2026-06,학력,대졸,제주도,12
2026-06,학력,대학원졸 이상,전 체,96
2026-06,학력,대학원졸 이상,서울,9
2026-06,학력,대학원졸 이상,부산,0
2026-06,학력,대학원졸 이상,대구,4
2026-06,학력,대학원졸 이상,인천,0
2026-06,학력,대학원졸 이상,광주,0
2026-06,학력,대학원졸 이상,대전,40
2026-06,학력,대학원졸 이상,울산,1
2026-06,학력,대학원졸 이상,세종시,0
2026-06,학력,대학원졸 이상,경기도,10
2026-06,학력,대학원졸 이상,강원도,5
2026-06,학력,대학원졸 이상,충청북도,4
2026-06,학력,대학원졸 이상,충청남도,5
2026-06,학력,대학원졸 이상,전라북도,2
2026-06,학력,대학원졸 이상,전라남도,3
2026-06,학력,대학원졸 이상,경상북도,8
2026-06,학력,대학원졸 이상,경상남도,3
2026-06,학력,대학원졸 이상,제주도,2
2026-06,학력,무관,전 체,169444
2026-06,학력,무관,서울,28535
2026-06,학력,무관,부산,11127
2026-06,학력,무관,대구,6334
2026-06,학력,무관,인천,9907
2026-06,학력,무관,광주,2515
2026-06,학력,무관,대전,2394
2026-06,학력,무관,울산,4828
2026-06,학력,무관,세종시,855
2026-06,학력,무관,경기도,47291
2026-06,학력,무관,강원도,3878
2026-06,학력,무관,충청북도,5914
2026-06,학력,무관,충청남도,7283
2026-06,학력,무관,전라북도,7266
2026-06,학력,무관,전라남도,6254
2026-06,학력,무관,경상북도,9606
2026-06,학력,무관,경상남도,14179
2026-06,학력,무관,제주도,1278
2026-06,임금대,50만원 미만,전 체,2833
2026-06,임금대,50만원 미만,서울,351
2026-06,임금대,50만원 미만,부산,493
2026-06,임금대,50만원 미만,대구,309
2026-06,임금대,50만원 미만,인천,320
2026-06,임금대,50만원 미만,광주,10
2026-06,임금대,50만원 미만,대전,3
2026-06,임금대,50만원 미만,울산,74
2026-06,임금대,50만원 미만,세종시,5
2026-06,임금대,50만원 미만,경기도,924
2026-06,임금대,50만원 미만,강원도,35
2026-06,임금대,50만원 미만,충청북도,4
2026-06,임금대,50만원 미만,충청남도,8
2026-06,임금대,50만원 미만,전라북도,68
2026-06,임금대,50만원 미만,전라남도,15
2026-06,임금대,50만원 미만,경상북도,65
2026-06,임금대,50만원 미만,경상남도,148
2026-06,임금대,50만원 미만,제주도,1
2026-06,임금대,50~100만원 미만,전 체,16120
2026-06,임금대,50~100만원 미만,서울,3479
2026-06,임금대,50~100만원 미만,부산,2080
2026-06,임금대,50~100만원 미만,대구,1280
2026-06,임금대,50~100만원 미만,인천,1595
2026-06,임금대,50~100만원 미만,광주,45
2026-06,임금대,50~100만원 미만,대전,58
2026-06,임금대,50~100만원 미만,울산,297
2026-06,임금대,50~100만원 미만,세종시,30
2026-06,임금대,50~100만원 미만,경기도,4770
2026-06,임금대,50~100만원 미만,강원도,173
2026-06,임금대,50~100만원 미만,충청북도,105
2026-06,임금대,50~100만원 미만,충청남도,104
2026-06,임금대,50~100만원 미만,전라북도,386
2026-06,임금대,50~100만원 미만,전라남도,157
2026-06,임금대,50~100만원 미만,경상북도,474
2026-06,임금대,50~100만원 미만,경상남도,831
2026-06,임금대,50~100만원 미만,제주도,256
2026-06,임금대,100~150만원 미만,전 체,7380
2026-06,임금대,100~150만원 미만,서울,2488
2026-06,임금대,100~150만원 미만,부산,726
2026-06,임금대,100~150만원 미만,대구,269
2026-06,임금대,100~150만원 미만,인천,338
2026-06,임금대,100~150만원 미만,광주,80
2026-06,임금대,100~150만원 미만,대전,125
2026-06,임금대,100~150만원 미만,울산,95
2026-06,임금대,100~150만원 미만,세종시,26
2026-06,임금대,100~150만원 미만,경기도,1625
2026-06,임금대,100~150만원 미만,강원도,163
2026-06,임금대,100~150만원 미만,충청북도,138
2026-06,임금대,100~150만원 미만,충청남도,94
2026-06,임금대,100~150만원 미만,전라북도,343
2026-06,임금대,100~150만원 미만,전라남도,181
2026-06,임금대,100~150만원 미만,경상북도,265
2026-06,임금대,100~150만원 미만,경상남도,400
2026-06,임금대,100~150만원 미만,제주도,24
2026-06,임금대,150~200만원 미만,전 체,6364
2026-06,임금대,150~200만원 미만,서울,2072
2026-06,임금대,150~200만원 미만,부산,632
2026-06,임금대,150~200만원 미만,대구,211
2026-06,임금대,150~200만원 미만,인천,434
2026-06,임금대,150~200만원 미만,광주,102
2026-06,임금대,150~200만원 미만,대전,127
2026-06,임금대,150~200만원 미만,울산,102
2026-06,임금대,150~200만원 미만,세종시,22
2026-06,임금대,150~200만원 미만,경기도,1590
2026-06,임금대,150~200만원 미만,강원도,54
2026-06,임금대,150~200만원 미만,충청북도,99
2026-06,임금대,150~200만원 미만,충청남도,193
2026-06,임금대,150~200만원 미만,전라북도,163
2026-06,임금대,150~200만원 미만,전라남도,102
2026-06,임금대,150~200만원 미만,경상북도,129
2026-06,임금대,150~200만원 미만,경상남도,271
2026-06,임금대,150~200만원 미만,제주도,61
2026-06,임금대,200~250만원 미만,전 체,85721
2026-06,임금대,200~250만원 미만,서울,12045
2026-06,임금대,200~250만원 미만,부산,4485
2026-06,임금대,200~250만원 미만,대구,3058
2026-06,임금대,200~250만원 미만,인천,4762
2026-06,임금대,200~250만원 미만,광주,1409
2026-06,임금대,200~250만원 미만,대전,1522
2026-06,임금대,200~250만원 미만,울산,3096
2026-06,임금대,200~250만원 미만,세종시,486
2026-06,임금대,200~250만원 미만,경기도,22567
2026-06,임금대,200~250만원 미만,강원도,2335
2026-06,임금대,200~250만원 미만,충청북도,3668
2026-06,임금대,200~250만원 미만,충청남도,4738
2026-06,임금대,200~250만원 미만,전라북도,4445
2026-06,임금대,200~250만원 미만,전라남도,3656
2026-06,임금대,200~250만원 미만,경상북도,5586
2026-06,임금대,200~250만원 미만,경상남도,7324
2026-06,임금대,200~250만원 미만,제주도,539
2026-06,임금대,250만원 이상,전 체,64603
2026-06,임금대,250만원 이상,서울,9768
2026-06,임금대,250만원 이상,부산,3468
2026-06,임금대,250만원 이상,대구,1713
2026-06,임금대,250만원 이상,인천,2892
