통합키,사이트,원본공고ID,회사명,회사키,공고제목,직무,경력구분,최소연차,고용형태,고용형태표준,알바여부,시도,시군구,지역원문,기술스택,마감일,마감구분,공고URL,외부원본ID,수집시각
,부산일자리정보망,,㈜베이지그,베이지그,[베이지그] 뷰티. 브랜드 운영지원 및 오더 관리 담당자 채용,,경력,1,,,,,,,,2026-11-06,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816825,jobkorea:816825,2026-09-07 22:33:29
,부산일자리정보망,,스카이라인루지 부산㈜,스카이라인루지부산,[스카이라인루지] 영어必 테마파크 티켓팅&리테일 팀장급 채용,,경력,3,,,,,,,,2026-10-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816824,jobkorea:816824,2026-09-07 22:33:29
,부산일자리정보망,,학진체육관,학진체육관,"태권도사범구합니다,차량보조,운전가능,차량보조 편하게 연락주세요",운전,기타,,,,,,,,,2026-11-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816823,jobkorea:816823,2026-09-07 22:33:30
,부산일자리정보망,,여향,여향,[부산전포] `여향`에서 소중한 직원분을 모집합니다,,경력,3,,,,,,,,2026-10-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816822,jobkorea:816822,2026-09-07 22:33:30
,부산일자리정보망,,명작수학센텀시티점학원,명작수학센텀시티점학원,명작수학학원 중등 대상 선생님 모집합니다,,기타,,,,,,,,,2026-10-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816821,jobkorea:816821,2026-09-07 22:33:30
,부산일자리정보망,,㈜짐월드,짐월드,한국짐보리 남녀 신입 교사 모집,교사,기타,,,,,,,,,2026-10-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816820,jobkorea:816820,2026-09-07 22:33:30
,부산일자리정보망,,㈜엔젤홀딩스,엔젤홀딩스,(주)엔젤홀딩스-주식코칭서비스 플랫폼 상담사 모집- 정규직 연봉 3600만,"플랫폼, 상담사",기타,,,,,,,,,2026-10-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816819,jobkorea:816819,2026-09-07 22:33:30
,부산일자리정보망,,㈜레드에셋,레드에셋,(주)레드에셋-주식 투자 코치(플랫폼 상담사)모집-월 300만(연3600)/성과급,"플랫폼, 상담사, 플랫폼 상담사",기타,,,,,,,,,2026-10-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816818,jobkorea:816818,2026-09-07 22:33:30
,부산일자리정보망,,㈜클루커스 부산캠퍼스,클루커스부산캠퍼스,[클루커스 부산캠퍼스] 부산 Sales 모집,,신입,0,,,,,,,,2026-11-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816817,jobkorea:816817,2026-09-07 22:33:30
,부산일자리정보망,,보리문디,보리문디,chef&주방&일식&요리사채용합니다.,"주방, 요리",경력,1,,,,,,,,2026-09-20,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816816,jobkorea:816816,2026-09-07 22:33:30
,부산일자리정보망,,㈔부산국제영화제,㈔부산국제영화제,제31회 부산국제영화제 콜센터 단기 용역 모집 공고,콜센터,기타,,,,,,,,,2026-10-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816815,jobkorea:816815,2026-09-07 22:33:30
,부산일자리정보망,,㈜보생유통,보생유통,온라인 쇼핑몰 MD 관리 운영자 모집합니다 (초보가능),MD,경력,1,,,,,,,,2026-10-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816814,jobkorea:816814,2026-09-07 22:33:30
,부산일자리정보망,,이시스,이시스,[뷰티] 자사몰·브랜드 웹디자이너 모집,디자이너,경력,1,,,,,,,,2026-11-06,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816813,jobkorea:816813,2026-09-07 22:33:30
,부산일자리정보망,,오스테리아 어부,오스테리아어부,해운대  레스토랑 서버 (홀서빙·소믈리에) 경력 채용 공고,"서버, 홀서빙",경력,5,,,,,,,,2026-10-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816812,jobkorea:816812,2026-09-07 22:33:30
,부산일자리정보망,,슈퍼카파츠코리아,슈퍼카파츠코리아,수입차부품 해외수입 국내영업 배워서 창업하실분,영업,경력,2,,,,,,,,2026-10-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816811,jobkorea:816811,2026-09-07 22:33:31
,부산일자리정보망,,에이아이에이프리미어파트너스㈜,에이아이에이프리미어파트너스,[연산동-직전연봉60프로/리쿨비/노터치DB] 관리자/자산관리사 채용.,,기타,,,,,,,,,2026-10-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816810,jobkorea:816810,2026-09-07 22:33:31
,부산일자리정보망,,(주)템피드,템피드,[업계1위/서울·부산·대구/기본급 有]메리츠 TM센터 상담원 대규모,상담원,기타,,,,,,,,,2026-11-04,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816467,jobkorea:816467,2026-09-07 22:34:03
,부산일자리정보망,,진성물류 주식회사,진성물류,[주5일근무] 부산 사상 에서대 구 육가공품 박스포장 고정 배송,"가공, 포장, 배송",기타,,,,,,,,,2026-10-05,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816466,jobkorea:816466,2026-09-07 22:34:03
,부산일자리정보망,,진성물류 주식회사,진성물류,[주4일근무 부산 기장 배송] 치킨프랜차이즈 진주/삼천포/함안 가맹점 배송,"배송, 주4일근무 부산 기장 배송",기타,,,,,,,,,2026-10-05,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816465,jobkorea:816465,2026-09-07 22:34:03
,부산일자리정보망,,프라임에셋㈜,프라임에셋,경남권역) 경력.학력 무관/ 보험설계사모집/ 초보 가능 모든 노하우전수,설계,기타,,,,,,,,,2026-11-05,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816464,jobkorea:816464,2026-09-07 22:34:03
,부산일자리정보망,,온디자인,온디자인,창의적인 인쇄 편집 디자이너(IBM)를 찾습니다.,"편집, 디자이너",경력,1,,,,,,,,2026-09-30,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816463,jobkorea:816463,2026-09-07 22:34:03
,부산일자리정보망,,아보아보,아보아보,해운대 중동 브런치카페 주5일 홀 /주방 정직원 모집,주방,기타,,,,,,,,,2026-10-06,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816462,jobkorea:816462,2026-09-07 22:34:03
,부산일자리정보망,,마이픽잉글리쉬 부산수정점,마이픽잉글리쉬부산수정점,[재택 부업 가능] 마이픽잉글리쉬 코칭플래너 모집,,기타,,,,,,,,,2026-10-06,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816461,jobkorea:816461,2026-09-07 22:34:03
,부산일자리정보망,,디테일투어,디테일투어,[신생 종합여행사] 마케팅·영상 편집 및 여행 업무 담당자 채용,"여행, 마케팅, 편집, 신생 종합여행사",기타,,,,,,,,,2026-11-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816460,jobkorea:816460,2026-09-07 22:34:03
,부산일자리정보망,,티티호텔이호㈜,티티호텔이호,[호텔티티 구포] 프론트데스크 신입·경력 채용,"호텔, 호텔티티 구포",기타,,,,,,,,,2026-10-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816459,jobkorea:816459,2026-09-07 22:34:03
,부산일자리정보망,,티티호텔주식회사,티티호텔,[호텔티티 서면] Front Desk 신입/경력 모집,"호텔, 호텔티티 서면",기타,,,,,,,,,2026-10-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816458,jobkorea:816458,2026-09-07 22:34:03
,부산일자리정보망,,티티호텔주식회사,티티호텔,[호텔티티 서면&구포] 예약팀 OTA매니저 채용,"호텔, 호텔티티 서면&구포",경력,1,,,,,,,,2026-10-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816457,jobkorea:816457,2026-09-07 22:34:04
,부산일자리정보망,,책나무연지점,책나무연지점,책나무 연지독서논술 학원에서 함께할 선생님을 모십니다.,,경력,1,,,,,,,,2026-11-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816456,jobkorea:816456,2026-09-07 22:34:04
,부산일자리정보망,,㈜70이오,70이오,[오래국밥] 홀직원 모집,,기타,,,,,,,,,2026-10-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816455,jobkorea:816455,2026-09-07 22:34:04
,부산일자리정보망,,㈜70이오,70이오,[오래국밥] 주방직원 모집,주방,기타,,,,,,,,,2026-10-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816454,jobkorea:816454,2026-09-07 22:34:04
,부산일자리정보망,,케어캠프㈜,케어캠프,[케어캠프(주)] 의료소모품 거래처관리(부산),,경력,1,,,,,,,,2026-09-20,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816453,jobkorea:816453,2026-09-07 22:34:04
,부산일자리정보망,,아이씨맥스 부산기장공장,아이씨맥스부산기장공장,영업관리팀 출하담당 팀원(사원) 채용,영업관리,기타,,,,,,,,,2026-09-11,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816452,jobkorea:816452,2026-09-07 22:34:04
,부산일자리정보망,,㈜일조디앤엠,일조디앤엠,2026년 사무직/비서/경리/리셉션 채용,"사무, 비서, 경리",기타,,,,,,,,,2026-09-30,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816451,jobkorea:816451,2026-09-07 22:34:04
,부산일자리정보망,,파리앤케이크,파리앤케이크,"파리앤케이크 바리스타 채용(오픈조, 마감조)",바리스타,기타,,,,,,,,,2026-10-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816450,jobkorea:816450,2026-09-07 22:34:04
,부산일자리정보망,,㈜세경인프라,세경인프라,[영업]2026년 (주)세경인프라에서 남부영업(부산) 영업사원을 모집합니다.,영업,기타,,,,,,,,,2026-10-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816449,jobkorea:816449,2026-09-07 22:34:04
,부산일자리정보망,,㈜레드에셋,레드에셋,(주)레드에셋-주식 투자 코치(플랫폼 상담사)모집-월 300만(연3600)/성과급,"플랫폼, 상담사, 플랫폼 상담사",기타,,,,,,,,,2026-10-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816448,jobkorea:816448,2026-09-07 22:34:04
,부산일자리정보망,,아이씨맥스 부산기장공장,아이씨맥스부산기장공장,품질관리 경력직 모집,품질관리,경력,2,,,,,,,,2026-09-11,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816447,jobkorea:816447,2026-09-07 22:34:04
,부산일자리정보망,,㈜코리아아이티아카데미부산,코리아아이티아카데미부산,코리아 IT 아카데미 부산지점 교육멘토(EM) 채용,교육,기타,,,,,,,,,2026-10-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816446,jobkorea:816446,2026-09-07 22:34:04
,부산일자리정보망,,㈜엔젤홀딩스,엔젤홀딩스,(주)엔젤홀딩스-주식코칭서비스 플랫폼 상담사 모집- 정규직 연봉 3600만,"플랫폼, 상담사",기타,,,,,,,,,2026-10-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816445,jobkorea:816445,2026-09-07 22:34:05
,부산일자리정보망,,오구,오구,브런치하실분 구합니다.,,경력,1,,,,,,,,2026-10-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816444,jobkorea:816444,2026-09-07 22:34:05
,부산일자리정보망,,이흥용베이커리,이흥용베이커리,이흥용과자점(문현점) 매장 매니저 채용,,기타,,,,,,,,,2026-10-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816443,jobkorea:816443,2026-09-07 22:34:05
,부산일자리정보망,,부경렌탈,부경렌탈,고소작업대 정비/수리/납품/관리 경력직원,정비,경력,1,,,,,,,,2026-10-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816442,jobkorea:816442,2026-09-07 22:34:05
,부산일자리정보망,,㈜나노휠,나노휠,전기자전거/전동킥보드 A/S 및 입출고관리,전기,기타,,,,,,,,,2026-10-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816441,jobkorea:816441,2026-09-07 22:34:05
,부산일자리정보망,,㈜신건,신건,[근무차량지원] CJ생수배송 자율출근 유류비지원 부산 울산 강원 경북,배송,기타,,,,,,,,,2026-11-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816440,jobkorea:816440,2026-09-07 22:34:05
,부산일자리정보망,,㈜신건,신건,[근무차량지원] CJ생수배송 자율출근 유류비지원 부산시 전지역 모집,배송,기타,,,,,,,,,2026-11-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816439,jobkorea:816439,2026-09-07 22:34:05
,부산일자리정보망,,엔타비글로벌㈜,엔타비글로벌,엔타비글로벌(주) 여행사 SNS 및 웹 디자이너를 찾고 있어요,"여행, 디자이너",기타,,,,,,,,,2026-10-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816438,jobkorea:816438,2026-09-07 22:34:05
,부산일자리정보망,,더리본㈜ 더파티해운대지점,더리본더파티해운대지점,더파티 프리미엄 해운대점 요리사(조리사) 모집,"요리, 조리, 조리사",기타,,,,,,,,,2026-10-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816437,jobkorea:816437,2026-09-07 22:34:05
,부산일자리정보망,,㈜헤라몬드,헤라몬드,[격주4일] 아크레도 부산점 주얼리 세일즈 확장 충원모집,세일즈,신입,0,,,,,,,,2026-10-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816436,jobkorea:816436,2026-09-07 22:34:05
,부산일자리정보망,,㈜극동글로비스,극동글로비스,합성수지 화물운송직 모집,운송,경력,1,,,,,,,,2026-11-06,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816435,jobkorea:816435,2026-09-07 22:34:05
,부산일자리정보망,,㈜조은피앤피,조은피앤피,"해충방제(방역,소독)서비스 신입/경력직 채용",방역,기타,,,,,,,,,2026-10-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816434,jobkorea:816434,2026-09-07 22:34:05
,부산일자리정보망,,TKG태광(주),tkg태광,[TKG태광] 26년 3분기 수시채용,,경력,5,,,,,,,,2026-09-20,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816433,jobkorea:816433,2026-09-07 22:34:06
,부산일자리정보망,,지에이치이노텍,지에이치이노텍,"[지에이치이노텍] R&D/앱, 국가지원사업 신입 및 경력 채용",R&D,기타,,,,,,,,,2026-10-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816432,jobkorea:816432,2026-09-07 22:34:06
,부산일자리정보망,,㈜교원구몬,교원구몬,초기 정착금 지급/ 안정적인 첫걸음. 구몬선생님을 모십니다.,,기타,,,,,,,,,2026-10-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816431,jobkorea:816431,2026-09-07 22:34:06
,부산일자리정보망,,이삭푸드서비스㈜,이삭푸드서비스,[부산 기장군 정관읍]  단체급식 조리사 모집(경력자 우대),"급식, 조리",경력,3,,,,,,,,2026-11-06,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816430,jobkorea:816430,2026-09-07 22:34:06
,부산일자리정보망,,아이씨맥스 부산기장공장,아이씨맥스부산기장공장,생산관리 경력직 팀원 채용,생산관리,경력,1,,,,,,,,2026-09-11,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816429,jobkorea:816429,2026-09-07 22:34:06
,부산일자리정보망,,모모의원,모모의원,[모모의원 부산] 인바운드 상담원 채용,상담원,기타,,,,,,,,,2026-10-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816428,jobkorea:816428,2026-09-07 22:34:06
,부산일자리정보망,,씨엔컴퍼니,씨엔컴퍼니,쿠잉과 함께 성장할 무역사무 경력직 직원 채용,"무역, 사무",경력,1,,,,,,,,2026-10-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816427,jobkorea:816427,2026-09-07 22:34:06
,부산일자리정보망,,㈜교원구몬,교원구몬,"[영어/일어/중어강사] 타사경력인정-급여인상 /교육력(영어,중어,일어&주요","강사, 교육, 중어강사",기타,,,,,,,,,2026-09-14,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816426,jobkorea:816426,2026-09-07 22:34:06
,부산일자리정보망,,디비손해보험㈜,디비손해보험,[2시 30분 퇴근]보상처리서비스 담당자모집,,기타,,,,,,,,,2026-10-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816425,jobkorea:816425,2026-09-07 22:34:06
,부산일자리정보망,,㈜교원구몬,교원구몬,"경력인정[유치원/어린이집/기간제,방과후교사등]-급여인상,수료금/보장수당","교사, 방과후교사등",기타,,,,,,,,,2026-09-14,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816424,jobkorea:816424,2026-09-07 22:34:06
,부산일자리정보망,,㈜교원구몬,교원구몬,"아이들과 소통하실분/주2일,3일 가능",,기타,,,,,,,,,2026-10-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=816423,jobkorea:816423,2026-09-07 22:34:06
